,id,name,model,status,hasgpr,exchange,gapfilled,gpr_nogap,gpr_gapfill
2177,rxn02476_c0,Phosphoenolpyruvate_3_phosphoshikimate_5_O_1_carboxyvinyl_transferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS10680,ACZ81_RS10680
2178,rxn01512_c0,ATP_dTDP_phosphotransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS12780 or ACZ81_RS13495,ACZ81_RS12780 or ACZ81_RS13495
2179,rxn03841_c0,4_amino_4_deoxychorismate_pyruvate_lyase_c0,carveme,hasgpr,True,False,False,ACZ81_RS08580 or ACZ81_RS00335,ACZ81_RS08580 or ACZ81_RS00335
2180,rxn04954_c0,5_methyltetrahydrofolate_NAD_plus__oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS17710,ACZ81_RS17710
2181,rxn09136_c0,Phospholipase_A1_phosphatidylethanolamine__n_C18_1_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS13410,ACZ81_RS13410
2182,rxn09035_c0,Octadecenoate_n_C18_1_transport_via_facilitated_irreversible_diffusion_extracellular_to_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS18815,ACZ81_RS18815
2183,rxn00676_c0,acetyl_CoA_propanoyl_CoA_2_C_acetyltransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS02645,ACZ81_RS02645
2184,rxn09306_c0,L_threonine__via_sodium_symport_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS04150,ACZ81_RS04150
2185,rxn00713_c0,GTP_uridine_5_phosphotransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS16760,ACZ81_RS16760
2186,rxn09142_c0,Phospholipase_A1_phosphatidylglycerol__n_C18_0_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS13410,ACZ81_RS13410
2187,rxn01257_c0,chorismate_L_glutamine_aminotransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS10125 or ACZ81_RS01915,ACZ81_RS10125 or ACZ81_RS01915
2188,rxn00943_c0,Palmitoyl_CoA_hydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS07205 or ACZ81_RS10170,ACZ81_RS10170 or ACZ81_RS07205
2189,rxn00903_c0,L_Valine_2_oxoglutarate_aminotransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS01625,ACZ81_RS01625
2190,rxn00056_c0,FeII_oxygen_oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS10360,ACZ81_RS10360
2191,rxn02213_c0,3_Dehydroquinate_hydro_lyase_c0,carveme,hasgpr,True,False,False,ACZ81_RS19110 or ACZ81_RS12920,ACZ81_RS19110 or ACZ81_RS12920
2192,rxn07952_c0,2_acyl_glycerophospho_ethanolamine_acyltransferase_n_C18_1_c0,carveme,hasgpr,True,False,False,ACZ81_RS03600,ACZ81_RS03600
2193,rxn00086_c0,glutathione_NADP_plus__oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS02145 or ACZ81_RS17550,ACZ81_RS17550 or ACZ81_RS02145
2194,rxn08668_c0,Glycerophosphodiester_phosphodiesterase_Glycerophosphoserine_c0,carveme,hasgpr,True,False,False,ACZ81_RS05940,ACZ81_RS05940
2195,rxn01127_c0,ATP_dAMP_phosphotransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS12780,ACZ81_RS12780
2196,rxn05537_c0,oligopeptide_transporting_ATPase_c0,carveme,hasgpr,True,False,False,ACZ81_RS04680,ACZ81_RS04680
2197,rxn03393_c0,3_octaprenyl_4_hydroxybenzoate_carboxy_lyase_c0,carveme,hasgpr,True,False,False,ACZ81_RS17430 or ACZ81_RS00880,ACZ81_RS00880 or ACZ81_RS17430
2198,rxn08124_c0,anhydrous_N_Acetylmuramyl_tetrapeptide_amidase_c0,carveme,hasgpr,True,False,False,ACZ81_RS14670,ACZ81_RS14670
2199,rxn08786_c0,L_leucine_transport_via_diffusion_extracellular_to_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS19805 or ACZ81_RS18370,ACZ81_RS19805 or ACZ81_RS18370
2200,rxn00291_c0,N_succinyl_L_glutamate_amidohydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS07435,ACZ81_RS07435
2201,rxn00743_c0,Glycerone_phosphate_phosphohydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS13675 or ACZ81_RS00945,ACZ81_RS13675 or ACZ81_RS00945
2202,rxn09370_c0,RXN_7610c_c0,carveme,hasgpr,True,False,False,ACZ81_RS07790 or ACZ81_RS07785,ACZ81_RS07790 or ACZ81_RS07785
2203,rxn09238_c0,ribonucleoside_triphosphate_reductase_UTP_flavodoxin_c0,carveme,hasgpr,True,False,False,ACZ81_RS11170 or ACZ81_RS16415,ACZ81_RS11170 or ACZ81_RS16415
2204,rxn01775_c0,D_Mannonate_NAD_plus__5_oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS11885 or ACZ81_RS08695,ACZ81_RS11885 or ACZ81_RS08695
2205,rxn08659_c0,R_lactate_hydro_lyase_c0,carveme,hasgpr,True,False,False,ACZ81_RS11970,ACZ81_RS11970
2206,rxn00834_c0,IMP_NAD_plus__oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS13430 or ACZ81_RS08320,ACZ81_RS08320 or ACZ81_RS13430
2207,rxn08018_c0,acyl_acyl_carrier_protein_synthetase__n_C18_1_c0,carveme,hasgpr,True,False,False,ACZ81_RS03600 or ACZ81_RS08570,ACZ81_RS03600 or ACZ81_RS08570
2208,rxn00704_c0,alpha_D_Glucose_1_phosphate_1_6_phosphomutase_c0,carveme,hasgpr,True,False,False,ACZ81_RS00945 or ACZ81_RS07420,ACZ81_RS07420 or ACZ81_RS00945
2209,rxn09150_c0,Phospholipase_A2_phosphatidate__n_C18_1_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS13410,ACZ81_RS13410
2210,rxn00241_c0,GTP_phosphohydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS20235 or ACZ81_RS02185 or ACZ81_RS08765 or ACZ81_RS16935 or ACZ81_RS17995 or ACZ81_RS18295 or ACZ81_RS07380 or ACZ81_RS12415 or ACZ81_RS18000,ACZ81_RS12415 or ACZ81_RS07380 or ACZ81_RS02185 or ACZ81_RS17995 or ACZ81_RS18295 or ACZ81_RS08765 or ACZ81_RS16935 or ACZ81_RS20235 or ACZ81_RS18000
2211,rxn08130_c0,ADOMET_DMK_METHYLTRANSFER_RXNc_c0,carveme,hasgpr,True,False,False,ACZ81_RS17515,ACZ81_RS17515
2212,rxn05180_c0,Carnitine_ABC_transport_c0,carveme,hasgpr,True,False,False,ACZ81_RS04245,ACZ81_RS04245
2213,rxn08736_c0,Hydrogenase_Demethylmenaquinone_8__2_protons_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS20260,ACZ81_RS20260
2214,rxn05154_c0,ATP_phosphohydrolase_polar_amino_acid_importing_c0,carveme,hasgpr,True,False,False,ACZ81_RS09020,ACZ81_RS09020
2215,rxn10010_c0,trans_2_hexenoyl_CoA__reductase_NAD_plus__c0,carveme,hasgpr,True,False,False,ACZ81_RS10835,ACZ81_RS10835
2216,rxn01332_c0,Phosphoenolpyruvate_D_erythrose_4_phosphate_C_1_carboxyvinyltransferase_phosphate_hydrolysing__2_carboxy_2_oxoethyl_forming_c0,carveme,hasgpr,True,False,False,ACZ81_RS06285 or ACZ81_RS06705,ACZ81_RS06285 or ACZ81_RS06705
2217,rxn08433_c0,R08158_c0,carveme,hasgpr,True,False,False,ACZ81_RS12250,ACZ81_RS12250
2218,rxn00693_c0,5_Methyltetrahydrofolate_L_homocysteine_S_methyltransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS05310 or ACZ81_RS11435 or ACZ81_RS05315,ACZ81_RS05315 or ACZ81_RS11435 or ACZ81_RS05310
2219,rxn01351_c0,2_Deoxyguanosine_5_triphosphate_diphosphohydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS03565 or ACZ81_RS14720,ACZ81_RS03565 or ACZ81_RS14720
2220,rxn03909_c0,1_Deoxy_D_xylulose_5_phosphate_pyruvate_lyase_carboxylating_c0,carveme,hasgpr,True,False,False,ACZ81_RS13000,ACZ81_RS13000
2221,rxn01101_c0,3_Phospho_D_glycerate_NAD_plus__2_oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS15450 or ACZ81_RS14595,ACZ81_RS14595 or ACZ81_RS15450
2222,rxn07960_c0,2_acyl_glycerophospho_glycerol_acyltransferase_n_C12_0_c0,carveme,hasgpr,True,False,False,ACZ81_RS03600,ACZ81_RS03600
2223,rxn03084_c0,5_Phosphoribosylformylglycinamide_L_glutamine_amido_ligase_ADP_forming_c0,carveme,hasgpr,True,False,False,ACZ81_RS04940,ACZ81_RS04940
2224,rxn00513_c0,ITP_phosphohydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS19355 or ACZ81_RS02185,ACZ81_RS02185 or ACZ81_RS19355
2225,rxn03439_c0,CMP_3_deoxy_D_manno_oct_2_ulosonate_KDO_lipid_IVA_3_deoxy_D_manno_oct_2_ulosonate_transferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS01715,ACZ81_RS01715
2226,rxn02005_c0,trehalose_transport_via_PEP_Pyr_PTS_c0,carveme,hasgpr,True,False,False,ACZ81_RS03710 or ACZ81_RS02810,ACZ81_RS03710 or ACZ81_RS02810
2227,rxn08053_c0,acyl_CoA_dehydrogenase_octadecanoyl_CoA_c0,carveme,hasgpr,True,False,False,ACZ81_RS08660 or ACZ81_RS13940 or ACZ81_RS11100 or ACZ81_RS10835,ACZ81_RS08660 or ACZ81_RS11100 or ACZ81_RS13940 or ACZ81_RS10835
2228,rxn01252_c0,Pyridoxine_oxygen_oxidoreductase_deaminating_c0,carveme,hasgpr,True,False,False,ACZ81_RS08605,ACZ81_RS08605
2229,rxn00346_c0,L_aspartate_1_carboxy_lyase_beta_alanine_forming_c0,carveme,hasgpr,True,False,False,ACZ81_RS17835,ACZ81_RS17835
2230,rxn05297_c0,TRANS_RXNBWI_115637cemaizeexpGLT_c0,carveme,hasgpr,True,False,False,ACZ81_RS08425 or ACZ81_RS07450,ACZ81_RS07450 or ACZ81_RS08425
2231,rxn09179_c0,protoporphyrinogen_oxidase_aerobic_c0,carveme,hasgpr,True,False,False,ACZ81_RS07335 or ACZ81_RS15515 or ACZ81_RS05860,ACZ81_RS15515 or ACZ81_RS07335 or ACZ81_RS05860
2232,rxn00806_c0,L_Leucine_2_oxoglutarate_aminotransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS01625,ACZ81_RS01625
2233,rxn05160_c0,monosaccharide_transporting_ATPase_c0,carveme,hasgpr,True,False,False,ACZ81_RS16645 or ACZ81_RS19790 or ACZ81_RS11870 or ACZ81_RS18580 or ACZ81_RS01555,ACZ81_RS11870 or ACZ81_RS18580 or ACZ81_RS16645 or ACZ81_RS19790 or ACZ81_RS01555
2234,rxn01851_c0,4_aminobutanal_NAD_plus__1_oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS15990 or ACZ81_RS02375,ACZ81_RS02375 or ACZ81_RS15990
2235,rxn00507_c0,Acetaldehyde_NADP_plus__oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS11975 or ACZ81_RS07295 or ACZ81_RS12960 or ACZ81_RS15990 or ACZ81_RS02375,ACZ81_RS12960 or ACZ81_RS02375 or ACZ81_RS15990 or ACZ81_RS11975 or ACZ81_RS07295
2236,rxn09449_c0,acyl_coenzyme_A_ligase_c0,carveme,hasgpr,True,False,False,ACZ81_RS03410 or ACZ81_RS11530,ACZ81_RS11530 or ACZ81_RS03410
2237,rxn08537_c0,D_fructose_transport_via_diffusion_extracellular_to_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS15430,ACZ81_RS15430
2238,rxn05538_c0,Dipeptide_transport_via_ABC_system_gly_pro_L_c0,carveme,hasgpr,True,False,False,ACZ81_RS04680,ACZ81_RS04680
2239,rxn09132_c0,Phospholipase_A1_phosphatidylethanolamine__n_C14_1_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS13410,ACZ81_RS13410
2240,rxn05616_c0,TRANS_RXN_141ce_c0,carveme,hasgpr,True,False,False,ACZ81_RS18370 or ACZ81_RS15710 or ACZ81_RS19805 or ACZ81_RS03705,ACZ81_RS18370 or ACZ81_RS19805 or ACZ81_RS03705 or ACZ81_RS15710
2241,rxn05691_c0,L_fucose_transport_via_proton_symport_c0,carveme,hasgpr,True,False,False,ACZ81_RS15425,ACZ81_RS15425
2242,rxn08443_c0,fatty_acid_CoA_thioesterase_hexadecenoate_c0,carveme,hasgpr,True,False,False,ACZ81_RS10170 or ACZ81_RS07205,ACZ81_RS07205 or ACZ81_RS10170
2243,rxn01507_c0,2_Deoxyadenosine_5_monophosphate_phosphohydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS03135 or ACZ81_RS11245,ACZ81_RS11245 or ACZ81_RS03135
2244,rxn01790_c0,R_Pantoate_NADP_plus__2_oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS06505 or ACZ81_RS05815 or ACZ81_RS19620,ACZ81_RS05815 or ACZ81_RS06505 or ACZ81_RS19620
2245,rxn05651_c0,sulfate_transport_in_via_proton_symport_c0,carveme,hasgpr,True,False,False,ACZ81_RS03105,ACZ81_RS03105
2246,rxn08014_c0,myristate_acyl_carrier_protein_ligase_c0,carveme,hasgpr,True,False,False,ACZ81_RS03600 or ACZ81_RS08570,ACZ81_RS03600 or ACZ81_RS08570
2247,rxn08605_c0,1_4_alpha_glucan_branching_enzyme_glycogen___bglycogen_c0,carveme,hasgpr,True,False,False,ACZ81_RS11715,ACZ81_RS11715
2248,rxn03638_c0,Acetyl_CoA_D_glucosamine_1_phosphate_N_acetyltransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS18860,ACZ81_RS18860
2249,rxn01541_c0,Cytidine_ribohydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS14570,ACZ81_RS14570
2250,rxn08103_c0,alanine_transaminase_c0,carveme,hasgpr,True,False,False,ACZ81_RS13050,ACZ81_RS13050
2251,rxn08887_c0,murein_crosslinking_transpeptidase_1A_A2pm_D_ala_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS09310 or ACZ81_RS01990 or ACZ81_RS14795 or ACZ81_RS01785,ACZ81_RS01990 or ACZ81_RS09310 or ACZ81_RS01785 or ACZ81_RS14795
2252,rxn02056_c0,S_Adenosyl_L_methionine_uroporphyrin_III_C_methyltransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS02910,ACZ81_RS02910
2253,rxn01068_c0,L_threonine_NAD_plus__oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS00315 or ACZ81_RS07000,ACZ81_RS07000 or ACZ81_RS00315
2254,rxn02277_c0,7_8_Diaminononanoate_carbon_dioxide_cyclo_ligase_c0,carveme,hasgpr,True,False,False,ACZ81_RS06680,ACZ81_RS06680
2255,rxn00991_c0,S_3_hydroxy_3_methylglutaryl_CoA_acetoacetate_lyase_acetyl_CoA_forming_c0,carveme,hasgpr,True,False,False,ACZ81_RS08250,ACZ81_RS08250
2256,rxn03242_c0,S_3_hydroxydodecanoyl_CoA_NAD_plus__oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS09365 or ACZ81_RS06160 or ACZ81_RS02650,ACZ81_RS09365 or ACZ81_RS06160 or ACZ81_RS02650
2257,rxn00541_c0,L_threonine_acetaldehyde_lyase_glycine_forming_c0,carveme,hasgpr,True,False,False,ACZ81_RS13050,ACZ81_RS13050
2258,rxn01360_c0,S_dihydroorotate_fumarate_oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS10255,ACZ81_RS10255
2259,rxn01368_c0,Cytidine_aminohydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS09645,ACZ81_RS09645
2260,rxn00134_c0,ATP_adenosine_5_phosphotransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS12780,ACZ81_RS12780
2261,rxn00851_c0,D_alanine_D_alanine_ligase_ADP_forming_c0,carveme,hasgpr,True,False,False,ACZ81_RS14750 or ACZ81_RS14755,ACZ81_RS14755 or ACZ81_RS14750
2262,rxn00301_c0,GTP_diphosphohydrolase_diphosphate_forming_c0,carveme,hasgpr,True,False,False,ACZ81_RS03565 or ACZ81_RS14720,ACZ81_RS03565 or ACZ81_RS14720
2263,rxn00892_c0,ATP_N_acetyl_D_glucosamine_6_phosphotransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS04190,ACZ81_RS04190
2264,rxn08937_c0,murein_lytic_transglycosylase_murein4p4p_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS12145 or ACZ81_RS04935 or ACZ81_RS02655 or ACZ81_RS01780 or ACZ81_RS08585,ACZ81_RS01780 or ACZ81_RS04935 or ACZ81_RS12145 or ACZ81_RS08585 or ACZ81_RS02655
2265,rxn05233_c0,2_Deoxyguanosine_5_diphosphate_oxidized_thioredoxin_2_oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS10700 or ACZ81_RS02285 or ACZ81_RS10705 or ACZ81_RS04330 or ACZ81_RS02350,ACZ81_RS04330 or ACZ81_RS02285 or ACZ81_RS02350 or ACZ81_RS10705 or ACZ81_RS10700
2266,rxn09109_c0,Phosphatidylglycerol_synthase_n_C14_0_c0,carveme,hasgpr,True,False,False,ACZ81_RS10490,ACZ81_RS10490
2267,rxn00141_c0,S_Adenosyl_L_homocysteine_hydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS15875,ACZ81_RS15875
2268,rxn00377_c0,S_Formylglutathione_hydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS16350,ACZ81_RS16350
2269,rxn00859_c0,L_Histidinol_NAD_plus__oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS12710,ACZ81_RS12710
2270,rxn00438_c0,ATP_thiamin_phosphate_phosphotransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS13015,ACZ81_RS13015
2271,rxn05176_c0,thiosulfate_transport_via_ABC_system_c0,carveme,hasgpr,True,False,False,ACZ81_RS08925,ACZ81_RS08925
2272,rxn00007_c0,alpha_alpha_trehalose_glucohydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS01520,ACZ81_RS01520
2273,rxn02473_c0,D_erythro_1_Imidazol_4_ylglycerol_3_phosphate_hydro_lyase_c0,carveme,hasgpr,True,False,False,ACZ81_RS12720,ACZ81_RS12720
2274,rxn08869_c0,maltohexaose_transport_via_ABC_system_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS00870,ACZ81_RS00870
2275,rxn08428_c0,ethanol_transport_via_diffusion_extracellular_to_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS18370 or ACZ81_RS19805,ACZ81_RS19805 or ACZ81_RS18370
2276,rxn00912_c0,5_10_Methylenetetrahydrofolate_3_methyl_2_oxobutanoate_hydroxymethyltransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS17825,ACZ81_RS17825
2277,rxn09069_c0,phosphoadenylyl_sulfate_reductase_glutaredoxin_c0,carveme,hasgpr,True,False,False,ACZ81_RS05895 or ACZ81_RS16280 or ACZ81_RS02145,ACZ81_RS05895 or ACZ81_RS16280 or ACZ81_RS02145
2278,rxn05238_c0,TRANS_RXNBWI_115353ce_c0,carveme,hasgpr,True,False,False,ACZ81_RS19805 or ACZ81_RS18370 or ACZ81_RS05350,ACZ81_RS05350 or ACZ81_RS19805 or ACZ81_RS18370
2279,rxn01291_c0,L_Arabitol_NADP_plus__1_oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS18510,ACZ81_RS18510
2280,rxn08898_c0,murein_D_D_endopeptidase_murein4px4px4p_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS15410,ACZ81_RS15410
2281,rxn08897_c0,murein_D_D_endopeptidase_murein5px4p_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS15410,ACZ81_RS15410
2282,rxn09451_c0,fatty_acid__CoA_ligase_tetradecenoate_c0,carveme,hasgpr,True,False,False,ACZ81_RS03410 or ACZ81_RS11530,ACZ81_RS03410 or ACZ81_RS11530
2283,rxn06076_c0,2_Deoxycytidine_diphosphate_oxidized_thioredoxin_2_oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS02285 or ACZ81_RS10700 or ACZ81_RS02350 or ACZ81_RS10705 or ACZ81_RS04330,ACZ81_RS02350 or ACZ81_RS10705 or ACZ81_RS10700 or ACZ81_RS04330 or ACZ81_RS02285
2284,rxn01011_c0,D_Glycerate_NAD_plus__2_oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS09935 or ACZ81_RS19665 or ACZ81_RS15450,ACZ81_RS15450 or ACZ81_RS09935 or ACZ81_RS19665
2285,rxn09148_c0,Phospholipase_A2_phosphatidate__n_C16_1_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS13410,ACZ81_RS13410
2286,rxn08890_c0,murein_D_D_carboxypeptidase_murein5px4p_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS09295,ACZ81_RS09295
2287,rxn08294_c0,diacylglycerol_kinase_n_C12_0_c0,carveme,hasgpr,True,False,False,ACZ81_RS10335,ACZ81_RS10335
2288,rxn05179_c0,nonpolar_amino_acid_transporting_ATPase_c0,carveme,hasgpr,True,False,False,ACZ81_RS03915,ACZ81_RS03915
2289,rxn03061_c0,2S_3R_3_Hydroxybutane_1_2_3_tricarboxylate_hydro_lyase_c0,carveme,hasgpr,True,False,False,ACZ81_RS03455 or ACZ81_RS15300 or ACZ81_RS01640,ACZ81_RS03455 or ACZ81_RS01640 or ACZ81_RS15300
2290,rxn02927_c0,N2_succinyl_L_arginine_iminohydrolase_decarboxylating_c0,carveme,hasgpr,True,False,False,ACZ81_RS08435,ACZ81_RS08435
2291,rxn03241_c0,S_3_Hydroxytetradecanoyl_CoA_hydro_lyase_c0,carveme,hasgpr,True,False,False,ACZ81_RS02650 or ACZ81_RS06280 or ACZ81_RS06160,ACZ81_RS06280 or ACZ81_RS02650 or ACZ81_RS06160
2292,rxn01521_c0,2_Deoxyuridine_5_monophosphate_phosphohydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS11245,ACZ81_RS11245
2293,rxn01832_c0,R02528_c0,carveme,hasgpr,True,False,False,ACZ81_RS07295 or ACZ81_RS03590 or ACZ81_RS13285 or ACZ81_RS10715 or ACZ81_RS05660 or ACZ81_RS16865 or ACZ81_RS06945,ACZ81_RS05660 or ACZ81_RS16865 or ACZ81_RS07295 or ACZ81_RS03590 or ACZ81_RS06945 or ACZ81_RS13285 or ACZ81_RS10715
2294,rxn09034_c0,Octadecanoate_transport_via_facilitated_irreversible_diffusion_extracellular_to_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS18815,ACZ81_RS18815
2295,rxn09247_c0,RXN0_4083cp_c0,carveme,hasgpr,True,False,False,ACZ81_RS04150,ACZ81_RS04150
2296,rxn02276_c0,4_Maleylacetoacetate_cis_trans_isomerase_c0,carveme,hasgpr,True,False,False,ACZ81_RS14980 or ACZ81_RS19825 or ACZ81_RS00775 or ACZ81_RS08480 or ACZ81_RS05495,ACZ81_RS00775 or ACZ81_RS19825 or ACZ81_RS08480 or ACZ81_RS05495 or ACZ81_RS14980
2297,rxn05596_c0,TRANS_RXNBWI_115525cemaizeexpK_plus__c0,carveme,hasgpr,True,False,False,ACZ81_RS07730 or ACZ81_RS03885 or ACZ81_RS04920,ACZ81_RS07730 or ACZ81_RS03885 or ACZ81_RS04920
2298,rxn00338_c0,L_aspartate_oxygen_oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS13140,ACZ81_RS13140
2299,rxn02373_c0,L_glutamate_5_semialdehyde_NADP_plus__5_oxidoreductase_phosphorylating_c0,carveme,hasgpr,True,False,False,ACZ81_RS09465,ACZ81_RS09465
2300,rxn08670_c0,glutaredoxin_reductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS02145 or ACZ81_RS05895,ACZ81_RS02145 or ACZ81_RS05895
2301,rxn00085_c0,L_Glutamate_NADP_plus__oxidoreductase_transaminating_c0,carveme,hasgpr,True,False,False,ACZ81_RS15340 or ACZ81_RS15345,ACZ81_RS15340 or ACZ81_RS15345
2302,rxn00119_c0,ATP_UMP_phosphotransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS04840 or ACZ81_RS10675,ACZ81_RS10675 or ACZ81_RS04840
2303,rxn00709_c0,ATP_uridine_5_phosphotransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS16760,ACZ81_RS16760
2304,rxn00063_c0,ATP_diphosphohydrolase_diphosphate_forming_c0,carveme,hasgpr,True,False,False,ACZ81_RS03565,ACZ81_RS03565
2305,rxn05149_c0,ABC_type_manganese_permease_complex_c0,carveme,hasgpr,True,False,False,ACZ81_RS12405 or ACZ81_RS00935,ACZ81_RS12405 or ACZ81_RS00935
2306,rxn08549_c0,glycerol_3_phosphate_acyltransferase_C16_0_c0,carveme,hasgpr,True,False,False,ACZ81_RS15170 or ACZ81_RS08570 or ACZ81_RS19590,ACZ81_RS19590 or ACZ81_RS08570 or ACZ81_RS15170
2307,rxn09127_c0,Phospholipase_A1_phosphatidate__n_C16_1_periplasm_c0,carveme,hasgpr,True,False,False,ACZ81_RS13410,ACZ81_RS13410
2308,rxn01466_c0,Geranyl_diphosphate_isopentenyl_diphosphate_geranyltrans_transferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS12995,ACZ81_RS12995
2309,rxn01304_c0,Succinyl_CoA_L_homoserine_O_succinyltransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS05305,ACZ81_RS05305
2310,rxn08775_c0,RXN0_6981c_c0,carveme,hasgpr,True,False,False,ACZ81_RS15925,ACZ81_RS15925
2311,rxn08213_c0,TRANS_RXN_99cp_c0,carveme,hasgpr,True,False,False,ACZ81_RS16025 or ACZ81_RS00385,ACZ81_RS00385 or ACZ81_RS16025
2312,rxn00744_c0,ATP_glycerone_phosphotransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS08680,ACZ81_RS08680
2313,rxn02008_c0,UDP_N_acetylmuramoyl_L_alanine_D_glutamate_ligaseADP_forming_c0,carveme,hasgpr,True,False,False,ACZ81_RS14775,ACZ81_RS14775
2314,rxn09203_c0,Phosphatidylserine_decarboxylase_n_C18_1_c0,carveme,hasgpr,True,False,False,ACZ81_RS02180,ACZ81_RS02180
2315,rxn03904_c0,UDP_N_acetylmuramoyl_L_alanyl_gamma_D_glutamyl_meso_2_6_diaminopimeloyl_D_alanyl_D_alanine_undecaprenyl_phosphate_phospho_N_acetylmuramoyl_pentapeptide_transferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS14780,ACZ81_RS14780
2316,rxn01225_c0,Guanine_aminohydrolase_c0,carveme,hasgpr,True,False,False,ACZ81_RS07780,ACZ81_RS07780
2317,rxn02287_c0,S_adenosyl_L_methionine_uroporphyrin_III_C_methyltransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS00510 or ACZ81_RS02910,ACZ81_RS02910 or ACZ81_RS00510
2318,rxn02288_c0,Uroporphyrinogen_III_carboxy_lyase_c0,carveme,hasgpr,True,False,False,ACZ81_RS18340,ACZ81_RS18340
2319,rxn00409_c0,ATP_CDP_phosphotransferase_c0,carveme,hasgpr,True,False,False,ACZ81_RS13495 or ACZ81_RS12780,ACZ81_RS13495 or ACZ81_RS12780
2320,rxn01032_c0,Benzaldehyde_NAD_plus__oxidoreductase_c0,carveme,hasgpr,True,False,False,ACZ81_RS18260,ACZ81_RS18260
